"","study_id","TREATMENT"
"2226","10.1111/jam.14951"," pgpb amf"
"2227","10.1111/jam.14951"," pgpb amf combinations"
"2228","10.1111/jam.14951"," combined application"
"2229","10.1111/jam.14951"," pgpb treatment"
"2230","10.1111/jam.14951"," pgpb amf treatment"
"2231","10.1111/jam.14951"," native pgpb"
"2232","10.1111/jam.14951"," combination amf"
"2233","10.1111/jam.14951"," in combination"
"2234","10.1111/jam.14951"," a biofertilizer"
"2235","10.1111/jam.14951"," different combinations"
"2236","10.3389/fpls.2020.516818","amf2 soil"
"2237","10.3389/fpls.2020.516818"," wet"
"2238","10.3389/fpls.2020.516818"," dual-inoculation amf/pgpr amended"
"2239","10.3389/fpls.2020.516818"," the dual-inoculation"
"2240","10.3389/fpls.2020.516818"," combinations"
"2241","10.3389/fpls.2020.516818"," single biofertilizers dual"
"2242","10.3389/fpls.2020.516818"," amf2 c1 %"
"2243","10.3389/fpls.2020.516818"," severe water stress"
"2244","10.3389/fpls.2020.516818"," respectively c1 c2"
"2245","10.3389/fpls.2020.516818"," c1 c2"
"2246","10.3389/fpls.2020.516818"," combination composts alone alone"
"2247","10.3389/fpls.2020.516818"," single multiple combinations"
"2248","10.3389/fpls.2020.516818"," amf2 amf1+b2"
"2249","10.3389/fpls.2020.516818"," b2"
"2250","10.3389/fpls.2020.516818"," amf2+c1+b2"
"2251","10.3389/fpls.2020.516818"," in combination"
"2252","10.3389/fpls.2020.516818"," amf1 amf2"
"2253","10.3389/fpls.2020.516818"," amf2 amf2+c2"
"2254","10.3389/fpls.2020.516818"," consortia pgpr"
"2255","10.3389/fpls.2020.516818"," water stress"
"2256","10.3389/fpls.2020.516818"," the amended inoculated"
"2257","10.3389/fpls.2020.516818"," controls"
"2258","10.3389/fpls.2020.516818"," non-inoculated non-amended"
"2259","10.3389/fpls.2020.516818"," amf1 amf2 amf1+b2 amf2+c2"
"2260","10.3389/fpls.2020.516818"," amf1 amf2 respectively"
"2261","10.3389/fpls.2020.516818"," drought"
"2262","10.3389/fpls.2020.516818"," amf1 amf2 c1 % amf1+b2 soil"
"2263","10.3389/fpls.2020.516818"," composts"
"2264","10.3389/fpls.2020.516818"," single biofertilizers"
"2265","10.3389/fpls.2020.516818"," compost dual inoculation the"
"2266","10.1016/j.envpol.2020.115980","cd sup>-1</sup > catalase activities urease"
"2267","10.1016/j.envpol.2020.115980"," earthworms amf"
"2268","10.1016/j.envpol.2020.115980"," combined"
"2269","10.1016/j.envpol.2020.115980"," cd exposure"
"2270","10.1016/j.envpol.2020.115980"," earthworms fungi"
"2271","10.1016/j.envpol.2020.115980"," cd-stressed plants"
"2272","10.1016/j.envpol.2020.115980"," uninoculated soil"
"2273","10.1016/j.envpol.2020.115980"," cd"
"2274","10.1016/j.envpol.2020.115980"," cd-mediated"
"2275","10.1016/j.envpol.2020.115980"," amf earthworms"
"2276","10.1016/j.envpol.2020.115980"," inoculation"
"2277","10.1016/j.jhazmat.2020.124325","cd phytoremediation"
"2278","10.1016/j.jhazmat.2020.124325"," combined"
"2279","10.1016/j.jhazmat.2020.124325"," amf"
"2280","10.1016/j.jhazmat.2020.124325"," nramp5"
"2281","10.1016/j.jhazmat.2020.124325"," combined treatments"
"2282","10.1016/j.jhazmat.2020.124325"," cd"
"2283","10.3390/microorganisms8111695","salinity"
"2284","10.3390/microorganisms8111695"," combined"
"2285","10.3390/microorganisms8111695"," tri-combination cmr"
"2286","10.3390/microorganisms8111695"," non-saline high-saline nacl"
"2287","10.3390/microorganisms8111695"," mr inoculation"
"2288","10.3390/microorganisms8111695"," non-saline high-saline"
"2289","10.3390/microorganisms8111695"," in combination"
"2290","10.3390/microorganisms8111695"," individually"
"2291","10.3390/microorganisms8111695"," the c biofertilizers selected"
"2292","10.3390/microorganisms8111695"," the tri-combination cmr"
"2293","10.3390/microorganisms8111695"," r"
"2294","10.1007/s10646-020-02298-x","ag"
"2295","10.1007/s10646-020-02298-x"," agnps < ag<sup>+</sup"
"2296","10.1007/s10646-020-02298-x"," silver"
"2297","10.1007/s10646-020-02298-x"," agnps ag<sup>+</sup>."
"2298","10.1007/s10646-020-02298-x"," agnps ag<sup>+</sup"
"2299","10.1007/s10646-020-02298-x"," agnps"
"2300","10.1007/s10646-020-02298-x"," the treatments"
"2301","10.1007/s10646-020-02298-x"," equivalent ag<sup>+</sup>."
"2302","10.1007/s10646-020-02298-x"," higher fungitoxicity colonization"
"2303","10.1007/s10646-020-02298-x"," agnps mg/kg"
"2304","10.1007/s10646-020-02298-x"," agnps < ag<sup>+</sup>."
"2305","10.1007/s10646-020-02298-x"," ag<sup>+</sup>"
"2306","10.1007/s10646-020-02298-x"," agnps ag<sup>+</sup>"
"2307","10.1007/s10646-020-02298-x"," mycorrhizal inoculation"
"2308","10.1007/s10646-020-02298-x"," ag extractable"
"2309","10.1007/s10646-020-02298-x"," am inoculation"
"2310","10.1007/s10646-020-02298-x"," p fertilization"
"2311","10.1007/s10646-020-02298-x"," soil biota"
"2312","10.1007/s10646-020-02298-x"," agnps < ag<sup>+</sup> sup>+</sup"
"2313","10.3390/ijms21217987","rwc"
"2314","10.3390/ijms21217987"," three mycorrhizal levels"
"2315","10.3390/ijms21217987"," drought most"
"2316","10.3390/ijms21217987"," amf"
"2317","10.3390/ijms21217987"," soil inoculation control"
"2318","10.3390/ijms21217987"," the drought most"
"2319","10.3390/ijms21217987"," mycorrhizal fungi"
"2320","10.3390/ijms21217987"," (well-watered"
"2321","10.3390/ijms21217987"," three"
"2322","10.3390/ijms21217987"," drought"
"2323","10.3390/ijms21217987"," the microbiome"
"2324","10.3390/ijms21217987"," non-autoclaved soil-microorganisms"
"2325","10.3390/ijms21217987"," water regime levels"
"2326","10.3390/ijms21217987"," endophytic"
"2327","10.3390/ijms21217987"," inoculation"
"2328","10.1007/s00572-020-00991-7","non-spiked control"
"2329","10.1007/s00572-020-00991-7"," a non-spiked control"
"2330","10.1007/s00572-020-00991-7"," the samarium-spiked control"
"2331","10.1007/s00572-020-00991-7"," inoculated mosseae"
"2332","10.1016/j.ecoenv.2020.111495","nm"
"2333","10.1016/j.ecoenv.2020.111495"," amf"
"2334","10.1016/j.ecoenv.2020.111495"," cc nm"
"2335","10.1016/j.ecoenv.2020.111495"," cu"
"2336","10.1016/j.ecoenv.2020.111495"," cc"
"2337","10.1016/j.ecoenv.2020.111495"," compost"
"2338","10.1007/s11356-020-10636-z","pgpr earthworms inoculation"
"2339","10.1007/s11356-020-10636-z"," combined"
"2340","10.1007/s11356-020-10636-z"," pgpr epigeic"
"2341","10.1007/s11356-020-10636-z"," in combination"
"2342","10.1007/s11356-020-10636-z"," pgpr earthworms"
"2343","10.1007/s11356-020-10636-z"," pgpr"
"2344","10.1007/s11356-020-10636-z"," pb"
"2345","10.1007/s11356-020-10636-z"," inoculation"
"2346","10.1007/s11356-020-10636-z"," am fungi"
"2347","10.1007/s11356-020-10636-z"," pb soil-available"
"2348","10.1007/s11356-020-10636-z"," triple inoculation"
"2349","10.1007/s11356-020-10636-z"," alone"
"2350","10.1007/s11356-020-10636-z"," earthworms"
"2351","10.1371/journal.pone.0234099","ectomycorrhizal"
"2352","10.1371/journal.pone.0234099"," single- treatments"
"2353","10.1371/journal.pone.0234099"," colonized"
"2354","10.1371/journal.pone.0234099"," three"
"2355","10.1371/journal.pone.0234099"," interspecific competition"
"2356","10.1371/journal.pone.0234099"," three ectomycorrhizal"
"2357","10.1371/journal.pone.0234099"," ectomycorrhizal fungal"
"2358","10.3390/plants9080975","inoculated sgecd<sup>"
"2359","10.3390/plants9080975"," sterilized uncontaminated"
"2360","10.3390/plants9080975"," hm"
"2361","10.3390/plants9080975"," inoculation"
"2362","10.3390/plants9080975"," sge"
"2363","10.3390/plants9080975"," inoculated"
"2364","10.3390/plants9080975"," remediated"
"2365","10.3390/plants9080975"," cadmium"
"2366","10.3390/plants9080975"," particularly inoculated sge"
"2367","10.3390/plants9080975"," cd-treated"
"2368","10.3390/plants9080975"," uninoculated"
"2369","10.3390/plants9080975"," cd"
"2370","10.3390/plants9080975"," had inoculation irrespective"
"2371","10.3390/plants9080975"," cd-supplemented"
"2372","10.3390/plants9080975"," nodule"
"2373","10.3390/plants9080975"," cadmium cd"
"2374","10.1016/j.micres.2020.126556","psbs"
"2375","10.1016/j.micres.2020.126556"," bacteria combination fungus and"
"2376","10.1016/j.micres.2020.126556"," amf"
"2377","10.1016/j.micres.2020.126556"," three bacteria"
"2378","10.1016/j.micres.2020.126556"," psb"
"2379","10.1016/j.micres.2020.126556"," combined microbial inoculum"
"2380","10.1016/j.micres.2020.126556"," single co-inoculations"
"2381","10.1016/j.micres.2020.126556"," the combination"
"2382","10.1016/j.micres.2020.126556"," psbs these"
"2383","10.1016/j.micres.2020.126556"," nylon mesh"
"2384","10.1016/j.micres.2020.126556"," phosphate solubilizing bacteria"
"2385","10.1016/j.micres.2020.126556"," single inoculations"
"2386","10.1016/j.ecoenv.2020.110988","80%"
"2387","10.1016/j.ecoenv.2020.110988"," fm"
"2388","10.1016/j.ecoenv.2020.110988"," deionized water"
"2389","10.1016/j.ecoenv.2020.110988"," amf-assisted"
"2390","10.1016/j.ecoenv.2020.110988"," heavy metal"
"2391","10.1016/j.ecoenv.2020.110988"," cd levels"
"2392","10.1016/j.ecoenv.2020.110988"," cd"
"2393","10.1016/j.ecoenv.2020.110988"," hm"
"2394","10.1016/j.ecoenv.2020.110988"," fm inoculation"
"2395","10.1016/j.jtemb.2020.126594","soil inoculation"
"2396","10.1016/j.jtemb.2020.126594"," combined"
"2397","10.1016/j.jtemb.2020.126594"," presence absence"
"2398","10.1016/j.jtemb.2020.126594"," the treatments"
"2399","10.1016/j.jtemb.2020.126594"," non-contaminated soils"
"2400","10.1016/j.jtemb.2020.126594"," amf"
"2401","10.1016/j.jtemb.2020.126594"," am fungal"
"2402","10.1016/j.jtemb.2020.126594"," am fungus"
"2403","10.1016/j.jtemb.2020.126594"," mycorrhizal fungi"
"2404","10.1016/j.jtemb.2020.126594"," control"
"2405","10.1016/j.jtemb.2020.126594"," amf copper"
"2406","10.1016/j.jtemb.2020.126594"," the presence absence treatments"
"2407","10.1016/j.jtemb.2020.126594"," treatments"
"2408","10.1016/j.jtemb.2020.126594"," other soil microbial groups"
"2409","10.1016/j.jtemb.2020.126594"," combined treatment"
"2410","10.1016/j.jtemb.2020.126594"," the presence absence"
"2411","10.13227/j.hjkx.201906119","combined"
"2412","10.13227/j.hjkx.201906119"," uninoculated plants"
"2413","10.13227/j.hjkx.201906119"," mycorrhizal fungi"
"2414","10.13227/j.hjkx.201906119"," water"
"2415","10.13227/j.hjkx.201906119"," rhizospheric soil"
"2416","10.13227/j.hjkx.201906119"," nitrification-denitrification"
"2417","10.13227/j.hjkx.201906119"," control group"
"2418","10.13227/j.hjkx.201906119"," inoculation"
"2419","10.13227/j.hjkx.201906119"," mycorrhizal fungi how"
"2420","10.3390/plants9070804","soil inoculation"
"2421","10.3390/plants9070804"," combined inoculation"
"2422","10.3390/plants9070804"," amf"
"2423","10.3390/plants9070804"," se i"
"2424","10.3390/plants9070804"," se"
"2425","10.3390/plants9070804"," untreated control"
"2426","10.3390/plants9070804"," biofortification amf"
"2427","10.3390/plants9070804"," selenium se"
"2428","10.3390/plants9070804"," se i antioxidant"
"2429","10.3390/plants9070804"," joint single"
"2430","10.1016/j.ecoenv.2020.110869","(cr)"
"2431","10.1016/j.ecoenv.2020.110869"," compost amendment"
"2432","10.1016/j.ecoenv.2020.110869"," soil amendment"
"2433","10.1016/j.ecoenv.2020.110869"," combination"
"2434","10.1016/j.ecoenv.2020.110869"," inoculated mixed-culture"
"2435","10.1016/j.ecoenv.2020.110869"," chromium cr"
"2436","10.1016/j.ecoenv.2020.110869"," inoculated"
"2437","10.1016/j.ecoenv.2020.110869"," cr"
"2438","10.1016/j.ecoenv.2020.110869"," triple treatment"
"2439","10.1016/j.ecoenv.2020.110869"," am fungi"
"2440","10.3390/jof6020087","ectomycorrhizal"
"2441","10.3390/jof6020087"," the em"
"2442","10.3390/jof6020087"," am fungi"
"2443","10.3390/jof6020087"," an am fungus"
"2444","10.3390/jof6020087"," ba cd zn"
"2445","10.3390/jof6020087"," mycorrhizal fungi"
"2446","10.3390/jof6020087"," all treatments"
"2447","10.3390/jof6020087"," drought metal"
"2448","10.3390/jof6020087"," cd"
"2449","10.3390/jof6020087"," dual inoculation"
"2450","10.3390/jof6020087"," em"
"2451","10.3390/jof6020087"," cu pb sn soil"
"2452","10.3390/jof6020087"," cu pb"
"2453","10.3390/jof6020087"," cu sn soil"
"2454","10.3390/jof6020087"," inoculated"
"2455","10.3390/jof6020087"," ba cd"
"2456","10.3390/jof6020087"," an em"
"2457","10.3390/microorganisms8060899","control plants"
"2458","10.3390/microorganisms8060899"," soil types"
"2459","10.3390/microorganisms8060899"," luvisol gleysol anthrosol"
"2460","10.3390/microorganisms8060899"," amf"
"2461","10.3390/microorganisms8060899"," gleysol anthrosol"
"2462","10.3390/microorganisms8060899"," luvisol gleysol"
"2463","10.3390/microorganisms8060899"," luvisol gleysol conditions plants"
"2464","10.3390/microorganisms8060899"," luvisol peat"
"2465","10.3390/microorganisms8060899"," ppo"
"2466","10.3390/microorganisms8060899"," treatment amf"
"2467","10.3390/microorganisms8060899"," low"
"2468","10.3390/microorganisms8060899"," gleysol anthrosol peat"
"2469","10.3390/microorganisms8060899"," sterile peat"
"2470","10.1007/s00572-020-00962-y","ergosterol"
"2471","10.1007/s00572-020-00962-y"," control plants"
"2472","10.1007/s00572-020-00962-y"," salinity"
"2473","10.1007/s00572-020-00962-y"," mycorrhizal fungi"
"2474","10.1007/s00572-020-00962-y"," treatment"
"2475","10.1007/s00572-020-00962-y"," single dual inoculation"
"2476","10.1007/s00572-020-00962-y"," colonized"
"2477","10.1007/s00572-020-00962-y"," salinity ds/m"
"2478","10.1007/s00572-020-00962-y"," dual inoculation"
"2479","10.1007/s00572-020-00962-y"," single inoculation"
"2480","10.1007/s00572-020-00962-y"," salinity increasing"
"2481","10.1007/s00572-020-00962-y"," saline conditions"
"2482","10.1007/s00572-020-00962-y"," inoculation"
"2483","10.1007/s00572-020-00962-y"," no fungus"
"2484","10.1007/s00572-020-00962-y"," four replications"
"2485","10.1007/978-1-0716-0603-2_3","amf inoculated"
"2486","10.1007/978-1-0716-0603-2_3"," inoculated removed"
"2487","10.1007/978-1-0716-0603-2_3"," petri dish"
"2488","10.1007/978-1-0716-0603-2_3"," erm"
"2489","10.1007/978-1-0716-0603-2_3"," tested different the plant-amf combinations"
"2490","10.1007/978-1-0716-0603-2_3"," amf"
"2491","10.1007/978-1-0716-0603-2_3"," other mycorrhizal"
"2492","10.1007/978-1-0716-0603-2_3"," nylon net"
"2493","10.1007/978-1-0716-0603-2_3"," membranes"
"2494","10.1007/s00572-020-00957-9","control plants"
"2495","10.1007/s00572-020-00957-9"," salt levels"
"2496","10.1007/s00572-020-00957-9"," amf-inoculated"
"2497","10.1007/s00572-020-00957-9"," combination"
"2498","10.1007/s00572-020-00957-9"," amf"
"2499","10.1007/s00572-020-00957-9"," beg13 beg34 combination"
"2500","10.1007/s00572-020-00957-9"," a combination"
"2501","10.1007/s00572-020-00957-9"," the low diversity treatments"
"2502","10.1007/s00572-020-00957-9"," non-inoculated controls"
"2503","10.1007/s00572-020-00957-9"," three"
"2504","10.1007/s00572-020-00957-9"," the non-inoculated controls"
"2505","10.1007/s00572-020-00957-9"," salt stress"
"2506","10.1007/s00572-020-00957-9"," the combination"
"2507","10.1007/s00572-020-00957-9"," inoculation"
"2508","10.1007/s00572-020-00957-9"," non-inoculated"
"2509","10.3390/microorganisms8040602","non-contaminated natural soil"
"2510","10.3390/microorganisms8040602"," treatments"
"2511","10.3390/microorganisms8040602"," amf"
"2512","10.3390/microorganisms8040602"," four months"
"2513","10.3390/microorganisms8040602"," repeated inoculation"
"2514","10.3390/microorganisms8040602"," phs"
"2515","10.3390/microorganisms8040602"," associated repeated inoculations"
"2516","10.3390/microorganisms8040602"," rhizospheric soil"
"2517","10.3390/microorganisms8040602"," microbial inoculations"
"2518","10.3390/microorganisms8040602"," inoculation"
"2519","10.3390/microorganisms8040602"," amf associated"
"2520","10.1186/s40529-020-00290-6","salt injury"
"2521","10.1186/s40529-020-00290-6"," combined"
"2522","10.1186/s40529-020-00290-6"," salt stress"
"2523","10.1186/s40529-020-00290-6"," amf"
"2524","10.3390/jof6020044","sweet sorghum"
"2525","10.3390/jof6020044"," as"
"2526","10.3390/jof6020044"," mo-contamination"
"2527","10.3390/jof6020044"," molybdenum (mo) mo"
"2528","10.3390/jof6020044"," mo"
"2529","10.1016/j.envpol.2020.114406","treatment non-inoculation"
"2530","10.1016/j.envpol.2020.114406"," a the treatment non-inoculation"
"2531","10.1016/j.envpol.2020.114406"," amf"
"2532","10.1016/j.envpol.2020.114406"," cd the"
"2533","10.1016/j.envpol.2020.114406"," cadmium"
"2534","10.1016/j.envpol.2020.114406"," cd"
"2535","10.1016/j.envpol.2020.114406"," an amf compartments inoculation treatment"
"2536","10.1016/j.ecoenv.2020.110485","cd activities"
"2537","10.1016/j.ecoenv.2020.110485"," cd addition"
"2538","10.1016/j.ecoenv.2020.110485"," bde-209 addition"
"2539","10.1016/j.ecoenv.2020.110485"," combination"
"2540","10.1016/j.ecoenv.2020.110485"," cd bde-209"
"2541","10.1016/j.ecoenv.2020.110485"," cadmium cd"
"2542","10.1016/j.ecoenv.2020.110485"," non-mycorrhizal treatment"
"2543","10.1016/j.ecoenv.2020.110485"," cd"
"2544","10.1016/j.ecoenv.2020.110485"," cd o-extractable"
"2545","10.1016/j.ecoenv.2020.110485"," cadmium cd ether"
"2546","10.1016/j.ecoenv.2020.110485"," am fungi"
"2547","10.1016/j.ecoenv.2020.110485"," bde-209"
"2548","10.1016/j.ecoenv.2020.110485"," inoculation"
"2549","10.3389/fpls.2020.00072","commercial biofertilizers"
"2550","10.3389/fpls.2020.00072"," noninoculated controls"
"2551","10.3389/fpls.2020.00072"," controls"
"2552","10.3389/fpls.2020.00072"," microbial consortia"
"2553","10.3389/fpls.2020.00072"," the biofertilizers"
"2554","10.3390/microorganisms8030364","amf inoculation"
"2555","10.3390/microorganisms8030364"," sre"
"2556","10.3390/microorganisms8030364"," the inoculation"
"2557","10.3390/microorganisms8030364"," amf"
"2558","10.3390/microorganisms8030364"," amf rhizosphere"
"2559","10.3390/microorganisms8030364"," interaction inoculation"
"2560","10.3390/microorganisms8030364"," amf inoculation itself"
"2561","10.3390/microorganisms8030364"," the amf"
"2562","10.3390/microorganisms8030364"," tc"
"2563","10.3390/microorganisms8030364"," tn"
"2564","10.3390/microorganisms8030364"," amf sre"
"2565","10.3390/ijms21051748","am non-am"
"2566","10.3390/ijms21051748"," mycorrhizal fungus"
"2567","10.3390/ijms21051748"," high low"
"2568","10.3390/ijms21051748"," am inoculation"
"2569","10.3390/ijms21051748"," water"
"2570","10.3390/ijms21051748"," high low b levels"
"2571","10.3390/ijms21051748"," drought"
"2572","10.3390/ijms21051748"," boron b"
"2573","10.3390/ijms21051748"," am plants"
"2574","10.3390/microorganisms8030327","am non-am"
"2575","10.3390/microorganisms8030327"," combined"
"2576","10.3390/microorganisms8030327"," amf"
"2577","10.3390/microorganisms8030327"," non-am"
"2578","10.3390/microorganisms8030327"," am"
"2579","10.3390/microorganisms8030327"," flavonoid sterol"
"2580","10.3390/microorganisms8030327"," alkali conditions"
"2581","10.3390/microorganisms8030327"," alkali stress"
