"","DOI","TREATMENT","INOCTYPE","RESPONSE","SOILTYPE","FIELDGREENHOUSE","LANDUSE","ECOTYPE","ECOREGION","LOCATION","journal"
"319","10.1007/s00572-004-0312-7","a treatment management; ergosterol; inoculate; ash the treatment; ectomycorrhizal; ash; four levels; ash treatment; EM","indigenous ectomycorrhizal (EM); ectomycorrhizal mycelium","fungal biomass",NA,NA,"wood ash","Forest soil; forest; Norway spruce; Pinus sylvestris",NA,NA,"Mycorrhiza"
"320","10.1016/S0960-8524(03)00198-6","mycorrhizal inoculum; AMF; AM infectious; sewage; SSL; PM; t SSL; inoculum; four doses; poultry manure","indigenous AMF infectious; arbuscular mycorrhizal fungi (AMF)","yield essential oil; the herbage yield content",NA,NA,NA,"Cymbopogon winterianus; Java citronella",NA,NA,"Bioresource Technology"
"321","10.1046/j.1469-8137.2003.00938.x","AM; treatments these; inoculum; AM fungi; mycotrophic grass; four grasses; unfertilized","arbuscular mycorrhizal (AM);   ovina F.","shoot biomass",NA,"the concentration microcosms",NA,"Plantago lanceolata; monocultures; limestone grassland; Festuca ovina; P. lanceolata; Carex flacca",NA,NA,"New Phytologist"
"322","10.1007/s00572-003-0289-7","elevated CO2; inoculated; elevated ambient; elevated ambient ppm","crustuliniforme; crustuliniforme H.; Hebeloma; ectomycorrhizal fungal; Paxillus","months growth; Mycelial biomass; fungal biomass",NA,"pots",NA,"Fr Quel; Scots pine; sylvestris L. Karst; Pinus sylvestris",NA,NA,"Mycorrhiza"
"323","10.1007/s00572-003-0281-2","Cd addition; low-P; AM fungus; AM; the AM fungus; Cd kg(-1; Cd; AM plants; inoculated; Cd rate","Glomus mosseae; arbuscular mycorrhizal (AM)","plant biomass; hyphal growth; depressed plant biomass","contaminated sites; sandy calcareous","glasshouse; pots containing",NA,"arbuscular mycorrhizal AM maize inoculated",NA,NA,"Mycorrhiza"
"324","10.1007/s00572-003-0224-y","four families; DSE; gravimetric soil water; water; epiphytic; inoculum levels; fungi colonized","Arbuscular mycorrhizas","collective biomass",NA,NA,"epiphytic","Peperomia; cloud forests; epiphytic; Araceae Clusiaceae Ericaceae Piperaceae; neotropical cloud forests; terrestrial Araceae; ericaceous plants; ericaceous; Cavendishia melastomoides; Ericaceous; terrestrial shrubs; Clusiaceae Piperaceae; Araceae Clusiaceae; Gaultheria erecta; epiphyte the humboldtii common D.; Clusiaceae Ericaceae; Araceae Clusiaceae Ericaceae; terrestrial Araceae Clusiaceae Clusiaceae","arboreal ecosystems; tropical","Costa Rica","Mycorrhiza"
"325","10.1007/s00572-003-0274-1","salinity stress; mycorrhiza-inoculated; uninoculated; uninoculated plants; mycorrhizae; salinity; non-mycorrhizal; AM-inoculated","arbuscular mycorrhizal fungus Glomus macrocarpum","dry biomass; growth","saline soil","field experiment",NA,"aegyptiaca S. grandiflora; Sesbania aegyptiaca grandiflora",NA,NA,"Mycorrhiza"
"326","10.1007/s00572-003-0265-2","soil moisture; with without; inoculated plants; mycorrhizal inoculation; treatment; colonized; drought; well-watered water-stressed; plants colonized colonized; well-watered; AM fungi; Plants inoculated inoculated","the AM fungi Glomus mosseae etunicatum; arbuscular mycorrhizal (AM); Glomus mosseae; G. etunicatum; mosseae G.; etunicatum; mosseae G. etunicatum; fungi inoculation","growth yield uptake; grain Biomass yields; higher yields biomass; growth yield The improved; grain yields biomass; growth; grain yield acquisition; Biomass yields",NA,"February; the field; field",NA,"aestivum; winter wheat cultivars; wheat grown; Wheat; wheat; Triticum","semiarid areas",NA,"Mycorrhiza"
"327","10.1007/s00572-002-0213-6","noninoculated; AM fungi; inoculated; Inoculation","Glomus intraradices BEG; arbuscular mycorrhiza (AM); Glomus intraradices; native fungi","shoot biomass; increased yield",NA,"greenhouse; the field; pot cultures",NA,"Asteraceae family; Berkheya coddii","South","South Africa","Mycorrhiza"
"328","10.1046/j.1469-8137.2003.00688.x","AMF; inoculating; AMF The; uninoculated; three; uninoculated pots","arbuscular mycorrhizal fungi (AMF)","the biomass",NA,"pots; pots inoculated; pots these",NA,"Brachypodium pinnatum; Prunella vulgaris",NA,NA,"New Phytologist"
"329","10.1007/s00267-002-2879-0","same proportion; NPK; control soil; the combination; compost addition + mycorrhizal inoculation; compost; mycorrhizal inoculation",NA,"Biomass; seedling growth",NA,"field experiment","degraded","semiarid; Rhamnus lycioides; lycioides; lycioides R.",NA,NA,"Environmental Management"
"330","10.1093/treephys/23.3.157","Al mM; Aluminum; mycorrhizal fungi; Fr; Al added; colonized; inoculation combined; aluminum Al; Al; factorially combined; The treatments; non-mycorrhizal; inoculated","Laccaria bicolor Maire; L. bicolor; longicaudum; Laccaria bicolor; longicaudum Pers; Hebeloma; ectomycorrhizal mycelia","Seedling growth; biomass; growth; growth uptake",NA,NA,NA,"forest trees; Pinus sylvestris",NA,NA,"Tree Physiology"
"331","10.1016/s0045-6535(02)00323-5","biotrophic fungal; the ECM fungi; WR fungi; WR annosum chrysosporium versicolor ectomycorrhizal; biotrophic saprotrophic; ECM pine","Phanerochaete chrysosporium; bovinus S.; Paxillus bovinus; annosum H.; ectomycorrhizal (; Heterobasidion annosum; Phanerochaete chrysosporium ECM; Suillus bovinus; Paxillus bovinus S.; Paxillus","fungal biomass",NA,NA,"degradation","white rot; the endodermis; T. versicolor",NA,NA,"Chemosphere"
"332","10.1007/s00442-002-1022-5","mycorrhizal fungus; trays NM; overlap weeks; trays non-inoculated NM; high; available high low available; trays non-inoculated; Inoculated trays; high low available","Gigaspora margarita; the mycorrhizal fungus Gigaspora margarita","the highest shoot biomass total; root biomass; plant biomass; plant growth; shoot biomass total higher intensity",NA,"mesocosms",NA,"Trifolium; T. subterraneum",NA,NA,"Oecologia"
"333","10.1007/s00572-001-0147-4","control plants; yeast AMF inoculated; the yeast; AMF inoculated; AMF; treatment; the yeast AMF; untreated; inoculated","Rhodotorula; Glomus geosporum; geosporum; geosporum G.; arbuscular mycorrhizal fungus (AMF); Rhodotorula glutinis; yeast Rhodotorula glutinis; glutinis R.","The biomass",NA,NA,NA,"maize",NA,NA,"Mycorrhiza"
"334","10.1093/jexbot/53.371.1207","N fertilization treatment; AMF; N fertilization; pCO(2 combined ambient Pa Pa; the inoculation N fertilization fertilization high treatment all; combined compared; without inoculation; with; The inoculation treatment","Glomus intraradices; Arbuscular mycorrhizal fungi (AMF); pCO(2 intraradices G.","plant biomass; plant growth; growth",NA,"pots containing",NA,"grassland; Lolium perenne",NA,NA,"Journal of Experimental Botany"
"335","10.1007/s00572-001-0140-y","ectomycorrhizal; One-month-old; away; the treatment; inoculum","bifoliolata Brachystegia cynometroides; Paraberlinia","Biomass; plant biomass; seedling height; growth; height The",NA,NA,NA,"bifoliolata Tetraberlinia; adult trees target; Paraberlinia bifoliolata; Brachystegia; Afzelia bipindensis; adult trees; bifoliolata bifoliolata Tetraberlinia; Afzelia; Paraberlinia bifoliolata bifoliolata",NA,NA,"Mycorrhiza"
"336","10.1046/j.0028-646X.2001.00265.x","ECMF; mycorrhizal fungal; cell-free assays; ectomycorrhizal fungal control; coinoculation treatments; low soil nutrient; damping-off symptoms; control UnR biological","Rhizoctonia; extramatrical mycelium; Suillus bovinus; ectomycorrhizal fungal (ECMF); Paxillus","UnR growth; shoot growth; Root biomass",NA,"nursery",NA,"bovinus mycorrhizas; radicle apices; Wilcoxina mikolae Paxillus involutus; Scots pine; Wilcoxina mikolae; Pinus sylvestris",NA,NA,"New Phytologist"
"337","10.1078/0944-5013-00095","tricalcium phosphate; microbial inocula; inoculated plants; inorganic phosphate; the AM fungus; rhizobacteria These; mycorrhiza helper; control; brasilense treatment; fixing bacteria; combined treatment; phosphate solubilizing bacteria; inoculated together; Dual inoculation; phosphate solubilizing rhizobacteria","N2 rhizobacteria Bacillus polymyxa; polymyxa brasilense A.; solubilizing Glomus aggregatum; brasilense A.; Glomus aggregatum; aggregatum polymyxa B.; aggregatum polymyxa G.; Azospirillum brasilense; aggregatum polymyxa brasilense B.; arbuscular mycorrhizal fungi (AMF); Bacillus polymyxa; aggregatum G.; polymyxa brasilense B.; aggregatum polymyxa B. treatment","dry weight; biomass; the growth",NA,NA,NA,"grass; Cymbopogon martinii",NA,NA,"Microbiological Research"
"338","10.1007/s005720100122","control plants; Control plants; inoculated plants; non-irradiated natural soil; soil treatment; N fertilization; inoculation treatment; irradiated irradiated irradiated amended; inoculated bulbs onions inoculated; preinoculated onion; colonized; bulbs; irradiated soils; irradiated irradiated; inoculated; not irradiated; non-irradiated natural","G. versiforme; intraradices G.; Improved Autumn Spice; Glomus intraradices; intraradices G. versiforme nothing; Autumn Spice; indigenous arbuscular mycorrhizae; Glomus intraradices versiforme","dry biomass; growth colonization",NA,NA,NA,"Allium cepa cv; Allium cepa cepa L. cv; onion plants; Onion",NA,NA,"Mycorrhiza"
"339","10.1093/jexbot/51.347.1117","with; alone; without inoculation","mycorrhizal the endophyte Hymenoscyphus ericae; Hymenoscyphus ericae","plant biomass; root growth",NA,NA,NA,"Nardus stricta; Nardus root; Calluna was; Nardus; Calluna vulgaris; Calluna; dwarf shrub",NA,NA,"Journal of Experimental Botany"
"340","10.1046/j.1469-8137.1999.00471.x","ergosterol; P limitation; Four ectomycorrhizal; Nutrient depletion; intact ectomycorrhizal seedlings; other soil microorganisms; abundant external mycelia; plants colonized colonized; the external mycelia; inoculation; non-mycorrhizal","Suillus luteus; ectomycorrhizal fungi; bovinus Thelephora terrestris; Thelephora terrestris; Suillus bovinus; Suillus luteus bovinus terrestris; Suillus luteus bovinus; Paxillus","the active fungal biomass",NA,"the month","mycobionts some; the mycobionts; the mycobionts different","T. terrestris; P. involutus; Pinus sylvestris",NA,NA,"New Phytologist"
"341","10.1007/s004420050685","AMF external; AMF the total; AMF; > ambient     elevated; CO sub>2</sub ambient; ambient CO<sub>2</sub>","arbuscular mycorrhizal fungi (AMF)","the biomass; AMF biomass; the growth; hyphal growth; Plant biomass; AMF growth hyphal",NA,NA,NA,"Prunella vulgaris",NA,NA,"Oecologia"
"342",NA,"mycorrhizae VAM; rill; Flat rill near-rock; VAM; VAM microsites; non-VAM inoculated; vesicular-arbuscular mycorrhizae VAM microsites",NA,"plant biomass; biomass; the growth","barren areas",NA,"successional; nutrient-poor","Mount St.; Pumice Plain; dead lupine; pioneer species",NA,NA,NA
"343","10.1007/s005720050190","combining; noninoculated; As; Inoculated plants; the treatment; colonized formed; intracellularly; all matter combinations; inoculation; inoculation addition","fungal inoculation; Phialocephala","pine biomass; plant growth; pine growth",NA,NA,NA,"P. fortinii; Pinus contorta; P. fortinii-inoculated",NA,NA,"Mycorrhiza"
"344","10.1046/j.1469-8137.1997.00786.x","co-inoculation treatments; appropriate microbial combinations; triple combinations; native intraradices; PGPR; microbial cultures; AM fungi; screened","Rhizobium; Glomus intraradices; Glomus coronatum native exotic; the intraradices exotic G.; microbial inoculants; Glomus coronatum; Rhizobium bacteria; Arbuscular mycorrhizal (AM); coronatum native G.","were biomass",NA,"nursery; field","microbial-based; nutrient-deficient; reclamation; degraded","Anthyllis cytisoides; pioneer legume","mediterranean ecosystem; desertified semi-arid","Spain","New Phytologist"
"345",NA,"burned; mycorrhizal fungi; soil inorganic; Mycorrhizal inoculum; seasonally from; burned unburned","Liatris","vegetative growth; growth; plant mass",NA,NA,"restoration","Aristida Liatris; sandhill; fire-sensitive biennial; burning; Liatris tenuifolia; Aristida stricta; Pityopsis graminifolia; Balduina angustifolia; laevigata graminifolia; the Balduina angustifolia tap-rooted",NA,"USA; south-central Florida",NA
"346",NA,"different treatments; treatment This; inoculation procedures; Rhizobium; AM; mycorrhizal fungi; forest soil; inoculation dual; treatments inoculation; inoculation; alone BHICB-Ab3; nodule; alone","rhizobia mycorrhizal; arbuscular mycorrhizal (AM)","height stem diameter; more biomass; biomass shoot weight; root growth; growth height; nodule weight; height diameter; growth; The growth; biomass nodule weight; growth height diameter",NA,"nursery","associated BHICB-Ab3","Centrolobium tomentosum; Leguminous trees; forest soil; tomentosum C.; eucalyptus; Eucalyptus forest",NA,"Tropical Atlantic Forest",NA
"347","10.1016/0269-7491(95)00081-x","deionized water; noninoculated; mycorrhizal fungi; infected; no microbial; inoculated; alone","leguminosarum leguminosarum intraradices R.; Glomus etunicatum; leguminosarum Glomus etunicatum; rhizobia; leguminosarum intraradices G.; Glomus intraradices; rhizobia treatments; Rhizobium leguminosarum leguminosarum leguminosarum intraradices etunicatum symbionts; leguminosarum etunicatum R.; leguminosarum leguminosarum etunicatum R.; rhizobia fungi; leguminosarum etunicatum G.; leguminosarum R. entunicatum; etunicatum G. alone; leguminosarum G. entunicatum; Rhizobium leguminosarum; leguminosarum Glomus intraradices; etunicatum G.","dry weight; the biomass greatest; whole-plant biomass; N biomass tissues; plant biomass; biomass; plant growth",NA,"pots; a greenhouse",NA,"Germinating; subterranean clover",NA,NA,"Environmental Pollution"
"348","10.1104/pp.101.3.1063","NM; combined; ash; tissue-P; colonized; the remaining one-third; high-P","Glomus intraradices; intraradices; fungus","dry weight; root growth; Biomass colonization concentration; root biomass; whole-plant growth; growth; Mycorrhizal-induced growth",NA,"mmol CO2 d-1; mmol","N combustion content","Citrus volkameriana; Volkamer lemon",NA,NA,"Plant Physiology"
"349","10.1007/BF00317489","clipping treatment; fungicide an water anti-VAM; combinations growth shoot content; unclipped; fungicide treatment; water benomyl; fungicide; four plants; watertreated soil; clipped unclipped; fungicide clipping treatment; clipping; fungicide water benomyl; Plants inoculated inoculated",NA,"root mass; shoot mass; more biomass P; growth; mass total",NA,NA,NA,"Lotus corniculatus",NA,NA,"Oecologia"
"350","10.1007/BF01225356","phosphate Zn(2; Inoculated plants; VAM; inoculation","withGigaspora margarita; arbuscular mycorrhizal (VAM); inoculation withGigaspora margarita ICRISAT; byGlomus fasciculatum","plant height; biomass phosphate",NA,NA,NA,"Tamarindus indica","tropical forestry",NA,"World Journal of Microbiology and Biotechnology"
"351","10.1111/j.1469-8137.1990.tb00376.x","four ectomycorrhizal; non-mycorrhizal; inoculation Coker Couch laccata; Mycorrhizal inoculation","Laccaria laccata; Laccaria laccata Scop; Couch","plant biomass; Responses; plant growth; growth; Growth phosphorus",NA,NA,NA,"laccata L.; P. tinctorius; Pers Coker amp; Eucalyptus diversicolor; P.; diversicolor F. Muell.; Pisolithus tinctorius; maculata laccata L.",NA,NA,"New Phytologist"
"352",NA,"nematodes; vesicular-arbuscular mycorrhizae; Gf; infected; % first-generation adult females; Gf glycines; sporogenesis; adult females; nematode population","G. microcarpum mosseae; Glomus fasciculatum; Heterodera glycines","more biomass; plant growth","field soil","pot",NA,"Soybean; Missouri; soybean; soybeans; Essex' soybeans; Glycine",NA,NA,NA
