"","study_id","INOCTYPE"
"2153","10.1007/s00572-010-0311-9","glomus mosseae claroideum"
"2154","10.1007/s00572-010-0311-9"," arbuscular mycorrhizal (am)"
"2155","10.1007/s00572-010-0311-9"," intraradices g."
"2156","10.1007/s00572-010-0311-9"," glomus claroideum"
"2157","10.1007/s00572-010-0311-9"," glomus intraradices"
"2158","10.1007/s00572-010-0311-9"," glomus mosseae"
"2159","10.1007/s00572-010-0311-9"," mosseae g."
"2160","10.1007/s00572-010-0311-9"," glomus mosseae claroideum intraradices"
"2161","10.1007/s00572-010-0311-9"," glomus claroideum intraradices"
"2162","10.1100/tsw.2010.59","arbuscular mycorrhizal fungus (amf)"
"2163","10.1100/tsw.2010.59"," glomus deserticola"
"2164","10.1100/tsw.2010.59"," glomus deserticola mulch"
"2165","10.1111/j.1469-8137.2009.03162.x","gigaspora margarita"
"2166","10.1111/j.1469-8137.2009.03162.x"," glomus intraradices"
"2167","10.1111/j.1469-8137.2009.03162.x"," margarita g."
"2168","10.1111/j.1469-8137.2009.03162.x"," arbuscular mycorrhizal (am)"
"2169","10.1002/jsfa.3871","glomus"
"2170","10.1002/jsfa.3871"," glomus intraradices"
"2171","10.1002/jsfa.3871"," intraradices qualitative determined"
"2172","10.1073/pnas.0906710107","indigenous am fungal"
"2173","10.1073/pnas.0906710107"," home am fungi"
"2174","10.1073/pnas.0906710107"," home soil"
"2175","10.1073/pnas.0906710107"," arbuscular mycorrhizal (am)"
"2176","10.1007/s00572-009-0296-4","glomus mosseae"
"2177","10.1007/s00572-009-0296-4"," arbuscular mycorrhizal (am)"
"2178","10.1007/s00572-009-0296-4"," fungus"
"2179",NA,"arbuscular mycorrhizal fungus"
"2180",NA," arbuscular mycorrhizal fungus ( glomus versiforme"
"2181",NA," glomus"
"2182",NA," versiforme"
"2183",NA," arbuscular mycorrhizal fungi"
"2184",NA,"amf inoculation"
"2185",NA," arbuscular mycorrhizal fungal (amf)"
"2186","10.1007/s00572-009-0294-6","autoclaved sand/silt soil"
"2187","10.1007/s00572-009-0294-6"," glomus intraradices"
"2188","10.1007/s00248-009-9618-5","candida parapsilosis cp"
"2189","10.1007/s00248-009-9618-5"," candida parapsilosis"
"2190","10.1007/s00248-009-9618-5"," the cereus parapsilosis hm-adapted b."
"2191","10.1007/s00248-009-9618-5"," arbuscular mycorrhizal fungi (amf)"
"2192","10.1007/s00248-009-9618-5"," bacillus cereus"
"2193","10.1007/s00248-009-9618-5"," microbial inoculants"
"2194","10.1007/s00248-009-9618-5"," cereus parapsilosis c."
"2195","10.1007/s00248-009-9618-5"," bacillus cereus bc"
"2196","10.1080/15226510902787310","glomus mosseae sp"
"2197","10.1080/15226510902787310"," glomus mosseae"
"2198","10.1080/15226510902787310"," arbuscular mycorrhizal fungi (amf)"
"2199","10.1007/s00572-009-0279-5","piriformospora indica"
"2200","10.1016/j.chemosphere.2009.08.050","glomus intraradices"
"2201","10.1016/j.chemosphere.2009.08.050"," arbuscular mycorrhizal (am)"
"2202","10.1139/w09-031","glomus mosseae"
"2203","10.1139/w09-031"," arbuscular mycorrhizal (am)"
"2204","10.1016/j.biortech.2009.07.010","arbuscular mycorrhizal (am)"
"2205","10.1016/j.biortech.2009.07.010"," deserticola g. claroideum"
"2206","10.1016/j.biortech.2009.07.010"," g. claroideum"
"2207","10.1016/j.biortech.2009.07.010"," trichoderma harzianum"
"2208","10.1016/j.biortech.2009.07.010"," non-am inoculated"
"2209","10.1016/j.biortech.2009.07.010"," trichoderma harzianum versicolor"
"2210","10.1016/j.biortech.2009.07.010"," the mycorrhizal fungi glomus deserticola claroideum"
"2211","10.1016/j.biortech.2009.07.010"," glomus deserticola"
"2212","10.1016/j.biortech.2009.07.010"," fungi deserticola"
"2213","10.1890/07-2080.1","fungal inoculum"
"2214","10.1890/07-2080.1"," amf inoculum"
"2215","10.1890/07-2080.1"," arbuscular mycorrhizal fungal (amf)"
"2216","10.1016/j.chemosphere.2009.05.025","microbial inoculation"
"2217","10.1016/j.chemosphere.2009.05.025"," microbial inoculation treatments"
"2218","10.1016/j.chemosphere.2009.05.025"," arbuscular mycorrhizal fungi (amf)"
"2219","10.1016/j.scitotenv.2009.05.021","glomus deserticola rosea"
"2220","10.1016/j.scitotenv.2009.05.021"," eucalyptus globulus labill"
"2221","10.1016/j.scitotenv.2009.05.021"," either deserticola g."
"2222","10.1016/j.scitotenv.2009.05.021"," arbuscular mycorrhizal (am)"
"2223","10.1016/j.scitotenv.2009.05.021"," trichoderma harzianum"
"2224","10.1016/j.scitotenv.2009.05.021"," deserticola gigaspora rosea"
"2225","10.1016/j.scitotenv.2009.05.021"," glomus deserticola"
"2226","10.1016/j.scitotenv.2009.05.021"," gigaspora rosea"
"2227","10.1007/s00248-009-9544-6","fungus glomus intraradices"
"2228","10.1007/s00248-009-9544-6"," plant-growth-promoting rhizobacterium pgpr"
"2229","10.1007/s00248-009-9544-6"," intraradices g."
"2230","10.1007/s00248-009-9544-6"," glomus intraradices"
"2231","10.1007/s00248-009-9544-6"," pgpr the pseudomonas mendocina"
"2232","10.1007/s00248-009-9544-6"," pseudomonas mendocina"
"2233","10.1007/s00248-009-9544-6"," arbuscular mycorrhizal (am)"
"2234","10.1093/treephys/tpp038","ectomycorrhizal fungi"
"2235","10.1093/treephys/tpp038"," ectomycorrhizal inoculation"
"2236","10.1093/treephys/tpp038"," antartica tinctorius d."
"2237","10.1093/treephys/tpp038"," antartica"
"2238","10.1093/treephys/tpp038"," fungi the descolea"
"2239","10.1890/08-0419.1",NA
"2240","10.1007/s00572-009-0241-6","bicolor s."
"2241","10.1007/s00572-009-0241-6"," indigenous amf"
"2242","10.1007/s00572-009-0241-6"," arbuscular mycorrhizal fungi (amf)"
"2243","10.1007/s00442-009-1312-2","glomus intraradices"
"2244","10.1007/s00442-009-1312-2"," whole-field soil inoculum"
"2245","10.1007/s00442-009-1312-2"," arbuscular mycorrhizal fungi (amf)"
"2246","10.1016/j.chemosphere.2009.02.008","amf inoculation"
"2247","10.1016/j.chemosphere.2009.02.008"," amf glomus etunicatum"
"2248","10.1016/j.chemosphere.2009.02.008"," arbuscular mycorrhizal fungi (amf)"
"2249","10.1016/j.chemosphere.2009.02.008"," the glomus etunicatum"
"2250","10.1016/j.chemosphere.2009.02.008"," etunicatum g."
"2251","10.1016/j.chemosphere.2009.01.046","alp-active stained"
"2252","10.1016/j.chemosphere.2009.01.046"," intraradices g."
"2253","10.1016/j.chemosphere.2009.01.046"," glomus intraradices"
"2254","10.1016/j.chemosphere.2009.01.046"," glomus mosseae"
"2255","10.1016/j.chemosphere.2009.01.046"," arbuscular mycorrhizal fungi (amf)"
"2256","10.1016/j.chemosphere.2009.01.046"," mosseae g."
"2257","10.1016/j.chemosphere.2009.01.046"," glomus mosseae intraradices"
"2258","10.1007/s00248-009-9489-9","fluorescens"
"2259","10.1007/s00248-009-9489-9"," plant growth-promoting rhizobacteria"
"2260","10.1007/s00248-009-9489-9"," the bacterium"
"2261","10.1007/s00248-009-9489-9"," pseudomonas"
"2262","10.1007/s00442-009-1294-0","the g. mosseae control"
"2263","10.1007/s00442-009-1294-0"," glomus intraradices"
"2264","10.1007/s00442-009-1294-0"," arbuscular mycorrhizal fungi (amf)"
"2265","10.1007/s00442-009-1294-0"," intraradices g. mosseae"
"2266","10.1007/s00442-009-1294-0"," glomus intraradices mosseae"
"2267","10.1007/s00442-009-1294-0"," intraradices g. rate"
"2268","10.1016/j.envpol.2008.12.030","suillus luteus"
"2269","10.1016/j.envpol.2008.12.030"," fr roussel fungus"
"2270","10.1016/j.envpol.2008.12.030"," ectomycorrhizal fungus"
"2271","10.1016/j.envpol.2008.12.030"," luteus s."
"2272","10.1016/j.envpol.2008.12.030"," a luteus cd-tolerant s."
"2273","10.1080/15226510802378483","crustuliniforme"
"2274","10.1080/15226510802378483"," micrococcus luteus sp."
"2275","10.1080/15226510802378483"," ectomycorrhizal fungi"
"2276","10.1080/15226510802378483"," micrococcus luteus"
"2277","10.1080/15226510802378483"," laccaria"
"2278","10.1080/15226510802378483"," ectomycorrhizal fungus hebeloma"
"2279","10.1080/15226510802378483"," the strain hebeloma crustuliniforme fungal"
"2280","10.1080/15226510802378483"," the ectomycorrhizal fungus fungus hebeloma"
"2281","10.1080/15226510802378483"," sphingomonas"
"2282","10.1080/15226510802378483"," crustuliniforme up"
"2283","10.1007/s00572-009-0230-9","arbuscular mycorrhizal (am)"
"2284","10.1007/s00572-009-0230-9"," glomus intraradices"
"2285","10.1016/j.envpol.2008.12.022","arbuscular mycorrhizal inoculation"
"2286","10.1016/j.envpol.2008.12.022"," arbuscular mycorrhizal fungus glomus etunicatum"
"2287","10.1016/j.envpol.2008.12.022"," arbuscular mycorrhizal fungus"
"2288","10.1007/s00572-009-0228-3",NA
"2289","10.1007/s00442-008-1192-x","amf inoculation"
"2290","10.1007/s00442-008-1192-x"," amf inocula"
"2291","10.1007/s00442-008-1192-x"," commercial am strains"
"2292","10.1007/s00442-008-1192-x"," arbuscular mycorrhizal fungi (amf)"
"2293","10.1890/07-1394.1","unfert soil inoculum"
"2294","10.1890/07-1394.1"," whole-soil inoculum"
"2295","10.1139/w08-081","arbuscular mycorrhiza fungi (amf)"
"2296","10.1007/s00572-008-0203-4","arbuscular mycorrhizal fungal (amf)"
"2297","10.1016/s1001-0742(08)62121-x","glomus mosseae versiform"
"2298","10.1016/s1001-0742(08)62121-x"," glomus geosporum"
"2299","10.1016/s1001-0742(08)62121-x"," arbuscular mycorrhizal (am)"
"2300","10.1016/s1001-0742(08)62121-x"," glomus geosporum etunicatum"
"2301","10.1016/s1001-0742(08)62121-x"," glomus"
"2302","10.1016/s1001-0742(08)62121-x"," indigenous arbuscular mycorrhizal fungal species"
"2303","10.1016/s1001-0742(08)62121-x"," glomus diaphanum geosporum"
"2304","10.1016/s1001-0742(08)62121-x"," glomus mosseae"
"2305","10.1016/s1001-0742(08)62121-x"," glomus diaphanum geosporum etunicatum"
"2306","10.1016/s1001-0742(08)62121-x"," glomus diaphanum"
"2307","10.1016/s1001-0742(08)62121-x"," arbuscular mycorrhizal colonization"
"2308","10.1016/s1001-0742(08)62121-x"," glomus etunicatum"
"2309","10.1111/j.1574-6968.2008.01318.x","plant growth-promoting rhizobacteria"
"2310","10.1111/j.1574-6968.2008.01318.x"," glomus intraradices inoculation"
"2311","10.1111/j.1574-6968.2008.01318.x"," arbuscular mycorrhizal (am)"
"2312","10.1111/j.1574-6968.2008.01318.x"," intraradices g."
"2313","10.1111/j.1574-6968.2008.01318.x"," sbw25 paenibacillus"
"2314","10.1111/j.1574-6968.2008.01318.x"," glomus mosseae"
"2315","10.1111/j.1574-6968.2008.01318.x"," glomus intraradices"
"2316","10.1111/j.1574-6968.2008.01318.x"," glomus mosseae intraradices"
"2317","10.1111/j.1574-6968.2008.01318.x"," plant growth-promoting microorganisms"
"2318","10.1111/j.1574-6968.2008.01318.x"," pseudomonas fluorescens sbw25 paenibacillus"
"2319","10.1111/j.1574-6968.2008.01318.x"," pseudomonas sbw25"
"2320","10.1111/j.1574-6968.2008.01318.x"," fluorescens sbw25"
"2321","10.1016/j.ecoenv.2008.01.027","arbuscular mycorrhizal fungi-plant"
"2322","10.1016/j.ecoenv.2008.01.027"," arbuscular mycorrhizal fungi"
"2323","10.1016/j.ecoenv.2008.01.027"," plant-arbuscular mycorrhizal fungi (amf)"
"2324","10.1007/s00572-008-0178-1","arbuscular mycorrhizal (am)"
"2325","10.1007/s00572-008-0178-1"," microbial filtrate control"
"2326","10.1016/j.chemosphere.2008.03.040","glomus intraradices etunicatum"
"2327","10.1016/j.chemosphere.2008.03.040"," glomus intraradices"
"2328","10.1016/j.chemosphere.2008.03.040"," glomus mosseae"
"2329","10.1016/j.chemosphere.2008.03.040"," glomus mosseae intraradices"
"2330","10.1016/j.chemosphere.2008.03.040"," glomus mosseae intraradices etunicatum"
"2331","10.1016/j.chemosphere.2008.03.040"," glomus etunicatum"
"2332","10.1016/j.chemosphere.2008.03.040"," arbuscular mycorrhizal fungi (amf)"
"2333","10.3852/mycologia.100.1.6","amf inoculation"
"2334","10.3852/mycologia.100.1.6"," amf inoculum"
"2335","10.3852/mycologia.100.1.6"," commercially available inoculum"
"2336","10.3852/mycologia.100.1.6"," arbuscular mycorrhizal fungi (amf)"
"2337","10.1890/07-0823.1","ectomycorrhizal inoculation"
"2338","10.1890/07-0823.1"," ectomycorrhizal fungi"
"2339","10.1016/j.scitotenv.2008.02.003","triton"
"2340","10.1016/j.scitotenv.2008.02.003"," glomus etunicatum"
"2341","10.1016/j.scitotenv.2008.02.003"," arbuscular mycorrhizal (am)"
"2342","10.1016/j.envpol.2008.01.003","mosseae"
"2343","10.1016/j.envpol.2008.01.003"," arbuscular mycorrhizal (am)"
"2344","10.1016/j.envpol.2008.01.003"," glomus mosseae"
"2345","10.1016/j.envpol.2008.01.003"," fungus glomus mosseae"
"2346","10.1016/j.envpol.2008.01.003"," fungus"
"2347","10.1055/s-2007-964963","glomus"
"2348","10.1055/s-2007-964963"," arbuscular mycorrhizal (am)"
"2349","10.1016/j.biortech.2007.11.059","arbuscular mycorrhizal fungi (amf)"
"2350","10.1016/s1001-0742(07)60203-4","glomus mosseae"
"2351","10.1016/s1001-0742(07)60203-4"," arbuscular mycorrhizal (am)"
"2352","10.1016/j.jenvrad.2007.10.007","glomus intraradices"
"2353","10.1016/j.jenvrad.2007.10.007"," intraradices g."
"2354","10.1016/j.envpol.2007.10.023",NA
"2355","10.1111/j.1365-2672.2007.03296.x","atlantica c."
"2356","10.1111/j.1365-2672.2007.03296.x"," arbuscular mycorrhizal (am)"
"2357","10.1111/j.1365-2672.2007.03296.x"," native am fungi"
"2358","10.1111/j.1365-2672.2007.03296.x"," native"
"2359","10.1111/j.1365-2672.2007.03296.x"," fungal inoculum"
"2360","10.1016/j.wasman.2007.05.008","trappe"
"2361","10.1016/j.wasman.2007.05.008"," glomus intraradices"
"2362","10.1016/j.wasman.2007.05.008"," glomus mosseae"
"2363","10.1016/j.wasman.2007.05.008"," intraradices g. deserticola"
"2364","10.1016/j.wasman.2007.05.008"," trappe bloss mosseae nicol"
"2365","10.1016/j.wasman.2007.05.008"," glomus trappe mosseae"
"2366","10.1016/j.wasman.2007.05.008"," glomus deserticola"
"2367","10.1016/j.wasman.2007.05.008"," arbuscular mycorrhizal fungi"
"2368","10.1016/j.wasman.2007.05.008"," glomus intraradices deserticola gerd"
"2369","10.1016/j.envpol.2007.04.005","arbuscular mycorrhizal (am)"
"2370","10.1016/j.envpol.2007.04.005"," fungus glomus etunicatum application"
"2371","10.1016/j.envpol.2007.04.005"," bacterial fungal"
"2372","10.1016/j.envpol.2007.04.005"," glomus etunicatum"
"2373","10.1016/j.envpol.2007.04.005"," fungus"
"2374","10.1016/j.envpol.2007.04.002","whole soil microbial communities"
"2375","10.1016/j.envpol.2007.04.002"," whole microbial community treatments"
"2376","10.1016/j.envpol.2007.04.002"," am root inoculum"
"2377","10.1016/j.envpol.2007.04.002"," arbuscular mycorrhizal (am)"
"2378","10.1016/j.jenvrad.2007.04.001","arbuscular mycorrhizal fungus (glomus mosseae"
"2379","10.1016/j.jenvrad.2007.04.001"," arbuscular mycorrhizal (am)"
"2380","10.1007/s10646-007-0149-x","bacillus cereus"
"2381","10.1007/s10646-007-0149-x"," hebeloma sinapizans"
"2382","10.1007/s10646-007-0149-x"," fungi pseudomonas putida cereus"
"2383","10.1007/s10646-007-0149-x"," pseudomonas putida"
"2384","10.1007/s10646-007-0149-x"," putida bacillus cereus"
"2385","10.1007/s10646-007-0149-x"," cereus b."
"2386","10.2134/jeq2006.0260",NA
"2387","10.1016/j.envpol.2007.03.015","glomus claroideum"
"2388","10.1016/j.envpol.2007.03.015"," glomus intraradices"
"2389","10.1016/j.envpol.2007.03.015"," glomus claroideum intraradices"
"2390","10.1016/j.envpol.2007.03.015"," arbuscular mycorrhizal fungi (amf)"
"2391","10.1016/j.chemosphere.2007.02.068","margarita glomus intraradices laevis"
"2392","10.1016/j.chemosphere.2007.02.068"," gigaspora margarita"
"2393","10.1016/j.chemosphere.2007.02.068"," gigaspora margarita intraradices"
"2394","10.1016/j.chemosphere.2007.02.068"," glomus intraradices"
"2395","10.1016/j.chemosphere.2007.02.068"," margarita intraradices"
"2396","10.1016/j.chemosphere.2007.02.068"," intraradices acaulospora laevis"
"2397","10.1016/j.chemosphere.2007.02.068"," margarita intraradices g."
"2398","10.1016/j.chemosphere.2007.02.068"," acaulospora laevis"
"2399","10.3923/pjbs.2007.1491.1495","versiforme intraradices intervals"
"2400","10.3923/pjbs.2007.1491.1495"," versiforme g. intraradices etonicatum"
"2401","10.3923/pjbs.2007.1491.1495"," glomus"
"2402","10.3923/pjbs.2007.1491.1495"," arbuscular mycorrhizal fungi (amf)"
"2403","10.3923/pjbs.2007.1491.1495"," versiforme g. plants"
"2404","10.1007/s00248-007-9239-9","glomus fasciculatum salinity"
"2405","10.1007/s00248-007-9239-9"," glomus fasciculatum"
"2406","10.1007/s00248-007-9239-9"," arbuscular mycorrhizal fungus"
"2407",NA,"amf inoculation"
"2408",NA," amf glomus versiforme"
"2409",NA," glomus intraradices"
"2410",NA," fungi glomus versiforme gv mosseae intraradices"
"2411",NA," glomus mosseae"
"2412",NA," glomus versiforme intraradices gi"
"2413",NA," arbuscular mycorrhizal fungi (amf)"
"2414",NA," glomus versiforme mosseae gm"
"2415","10.1055/s-2006-955946","the ectomycorrhizal fungus piloderma croceum"
"2416",NA,"amf inoculation"
"2417",NA," mosseae mosseae g. aggregatum"
"2418",NA," mosseae mosseae"
"2419",NA," mosseae mosseae mosseae g. g. intraradices sp. etunicatum"
"2420",NA," glomus"
"2421",NA," glomus mosseae mosseae mosseae intraradices geosporum"
"2422",NA," glomus mosseae"
"2423",NA," scutellospora calospora"
"2424",NA," arbuscular mycorrhizal fungi (amf)"
"2425",NA," intraradices scutellospora calospora"
"2426",NA," mosseae g. intraradices"
"2427",NA," mosseae g. erythropa geosporum"
"2428",NA," mosseae g. etunicatum"
"2429",NA," mosseae g. intraradices calospora"
"2430",NA," mosseae g. aggregatum"
"2431","10.1007/s00248-006-9078-0","intraradices-colonized"
"2432","10.1007/s00248-006-9078-0"," arbuscular mycorrhizal (am)"
"2433","10.1007/s00248-006-9078-0"," bacillus thuringiensis"
"2434","10.1007/s00248-006-9078-0"," thuringiensis intraradices indigenous g. the"
"2435","10.1007/s00248-006-9078-0"," thuringiensis b."
"2436","10.1007/s00248-006-9078-0"," glomus intraradices"
"2437","10.1007/s00248-006-9078-0"," thuringiensis intraradices b."
"2438","10.1007/s00248-006-9078-0"," autochthonous am fungi"
"2439","10.1007/s00248-006-9078-0"," bacillus intraradices g."
"2440","10.1007/s00248-006-9078-0"," bacillus thuringiensis bacterium isolates"
"2441","10.1016/j.envpol.2006.08.005","arbuscular mycorrhizal fungi"
"2442","10.1016/j.envpol.2006.08.005"," microbial inocula"
"2443","10.1016/j.envpol.2006.08.005"," penicillium"
"2444","10.1016/j.scitotenv.2006.07.008","s. bicolor"
"2445","10.1016/j.scitotenv.2006.07.008"," bacterial"
"2446","10.1016/j.scitotenv.2006.07.008"," pseudomonas"
"2447","10.1016/j.scitotenv.2006.07.008"," arbuscular mycorrhiza (am)"
"2448","10.1016/j.envpol.2006.06.029","glomus claroideum"
"2449","10.1016/j.envpol.2006.06.029"," glomus intraradices"
"2450","10.1016/j.envpol.2006.06.029"," glomus claroideum intraradices"
"2451","10.1016/j.envpol.2006.06.029"," arbuscular mycorrhizal fungi (amf)"
"2452","10.1016/j.chemosphere.2006.07.007","arbuscular mycorrhiza (am)"
"2453","10.1016/j.chemosphere.2006.07.007"," intraradices g. exposed"
"2454","10.1016/j.chemosphere.2006.07.007"," glomus intraradices"
"2455","10.1016/j.jhazmat.2006.05.012","goldrush"
"2456","10.1016/j.jhazmat.2006.05.012"," fungal inoculation"
"2457","10.2134/jeq2005.0271",NA
"2458","10.1128/aem.63.11.4408-4412.1997","arbuscular mycorrhizal (am)"
"2459","10.1128/aem.63.11.4408-4412.1997"," bacillus subtilis"
"2460","10.1128/aem.63.11.4408-4412.1997"," the fungus glomus intraradices isolates"
"2461","10.1128/aem.63.11.4408-4412.1997"," glomus intraradices"
"2462","10.1128/aem.63.11.4408-4412.1997"," bacterial fungal"
"2463","10.1128/aem.63.11.4408-4412.1997"," enterobacter"
"2464","10.1128/aem.63.11.4408-4412.1997"," intraradices subtilis b."
"2465","10.1128/aem.63.11.4408-4412.1997"," intraradices subtilis g."
"2466","10.1128/aem.63.11.4408-4412.1997"," rhizobacterium"
"2467","10.1007/s10653-005-9020-2","arbuscular mycorrhizal (am)"
"2468","10.1007/s10653-005-9020-2"," mosseae beg167"
"2469","10.1007/s10653-005-9020-2"," fungus beg167"
"2470","10.1007/s10653-005-9020-2"," glomus beg167"
"2471","10.1007/s10653-005-9020-2"," fungus glomus mosseae beg167"
"2472","10.1016/j.chemosphere.2006.01.034","arbuscular mycorrhizal fungus (amf)"
"2473","10.1016/j.chemosphere.2006.01.034"," glomus mosseae"
"2474","10.1016/j.chemosphere.2006.01.034"," amf glomus mosseae nm"
"2475","10.1111/j.1365-2672.2005.02804.x","arbuscular mycorrhizal (am)"
"2476","10.1111/j.1365-2672.2005.02804.x"," glomus"
"2477","10.1111/j.1365-2672.2005.02804.x"," bacterium the"
"2478","10.1111/j.1365-2672.2005.02804.x"," mosseae g. zn-nonadapted"
"2479","10.1111/j.1365-2672.2005.02804.x"," bacterium tolerance"
"2480","10.1111/j.1365-2672.2005.02804.x"," adapted mosseae g."
"2481","10.1055/s-2005-872972","phytophthora"
"2482","10.1007/s00572-005-0022-9","ectomycorrhizal inoculum"
"2483","10.1007/s00572-005-0020-y","crustuliniforme"
"2484","10.1007/s00572-005-0020-y"," crustuliniforme bull quel"
"2485","10.1007/s00572-005-0020-y"," fungi suillus tomentosus kauff sing"
"2486","10.1007/s00572-005-0020-y"," bicolor maire orton uamh hebeloma"
"2487","10.1007/s00572-005-0020-y"," tomentosus"
"2488","10.1007/s00572-005-0020-y"," laccaria bicolor"
"2489","10.1007/s00572-005-0020-y"," suillus tomentosus"
"2490","10.1007/s00572-005-0020-y"," uamh hebeloma"
"2491","10.1007/s00572-005-0020-y"," bicolor l."
"2492","10.1007/s00572-005-0020-y"," hymenoscyphus"
"2493","10.1007/s00572-005-0020-y"," phialocephala"
"2494","10.1007/s00572-005-0020-y"," ectomycorrhizal fungi bicolor"
"2495","10.1007/s00572-005-0020-y"," crustuliniforme h."
"2496","10.1007/s00572-005-0020-y"," the ectomycorrhizal fungi fungi laccaria bicolor uamh crustuliniforme"
"2497","10.1007/s00572-005-0020-y"," uamh"
"2498","10.1111/j.1469-8137.2005.01490.x","indigenous inoculum"
"2499","10.1007/s00572-005-0018-5","amf inoculum"
"2500","10.1007/s00572-005-0018-5"," arbuscular mycorrhizal fungi (amf)"
"2501","10.1017/s0953756205002832","glomus"
"2502","10.1017/s0953756205002832"," scutellospora calospora"
"2503","10.1017/s0953756205002832"," arbuscular mycorrhizal (am)"
"2504","10.1007/s00572-005-0003-z","arbuscular mycorrhizal (am)"
"2505","10.1007/s00572-005-0003-z"," glomus intraradices etunicatum"
"2506","10.1007/s00572-005-0003-z"," intraradices g."
"2507","10.1007/s00572-005-0003-z"," glomus intraradices"
"2508","10.1007/s00572-005-0003-z"," glomus mosseae"
"2509","10.1007/s00572-005-0003-z"," glomus intraradices mosseae"
"2510","10.1007/s00572-005-0003-z"," intraradices g. mosseae etunicatum"
"2511","10.1007/s00572-005-0003-z"," chambly p=0.03"
"2512","10.1007/s00572-005-0003-z"," glomus etunicatum"
"2513","10.1016/j.chemosphere.2005.01.038","intraradices g."
"2514","10.1016/j.chemosphere.2005.01.038"," glomus intraradices"
"2515","10.1016/j.chemosphere.2005.01.038"," frankia"
"2516","10.1016/j.chemosphere.2005.01.038"," arbuscular mycorrhizas"
"2517","10.1016/j.chemosphere.2005.01.038"," intraradices g. alone"
"2518","10.1016/j.envpol.2005.05.009","arbuscular mycorrhizas (am)"
"2519","10.1016/j.envpol.2005.05.009"," indigenous mycorrhizas"
"2520","10.1016/j.envpol.2005.05.005","indigenous arbuscular mycorrhizal (am)"
"2521","10.1016/j.envpol.2005.05.005"," colonised"
"2522","10.1016/j.envint.2005.05.041","glomus mosseae"
"2523","10.1016/j.envint.2005.05.041"," arbuscular mycorrhizal (am)"
"2524","10.1016/j.chemosphere.2005.01.029","arbuscular mycorrhizal inoculum"
"2525","10.1016/j.chemosphere.2005.01.029"," mitis"
"2526","10.1016/j.jbiotec.2004.12.009","arbuscular mycorrhizal (am)"
"2527","10.1016/j.jbiotec.2004.12.009"," glomus mosseae"
"2528","10.1016/j.jbiotec.2004.12.009"," mosseae g."
"2529","10.1016/j.jbiotec.2004.12.009"," fungus mosseae"
"2530","10.1016/j.jbiotec.2004.12.009"," fungus glomus mosseae isolated"
"2531","10.1016/j.scitotenv.2004.07.015","arbuscular mycorrhizae"
"2532","10.1016/j.scitotenv.2004.07.015"," fungal inoculums"
"2533","10.1016/j.chemosphere.2004.10.009","arbuscular mycorrhizal fungus glomus mosseae"
"2534","10.1016/j.chemosphere.2004.10.009"," arbuscular mycorrhiza"
"2535","10.1016/j.chemosphere.2004.10.009"," mosseae g."
"2536","10.1007/s00248-003-0131-y","verrucosum s."
"2537","10.1007/s00248-003-0131-y"," aspergillus"
"2538","10.1007/s00442-004-1777-y","arbuscular mycorrhizas"
"2539","10.1007/s00442-004-1777-y"," arbuscular mycorrhizal (am)"
"2540","10.1007/s00572-004-0321-6","fungi clarum g. morrowiae heterogama"
"2541","10.1007/s00572-004-0321-6"," clarum acaulospora morrowiae"
"2542","10.1007/s00572-004-0321-6"," clarum scutellospora heterogama"
"2543","10.1007/s00572-004-0321-6"," heterogama"
"2544","10.1007/s00572-004-0321-6"," fungus glomus clarum"
"2545","10.1007/s00572-004-0321-6"," clarum g."
"2546","10.1007/s00572-004-0321-6"," glomus clarum"
"2547","10.1007/s00572-004-0321-6"," arbuscular mycorrhizal (am)"
"2548","10.1007/s00572-004-0321-6"," acaulospora morrowiae"
"2549","10.1007/s00572-004-0321-6"," scutellospora heterogama"
"2550","10.1016/j.envpol.2004.02.015","fungal inoculum"
"2551","10.1016/j.envpol.2004.02.015"," suillus bovinus"
"2552","10.1016/j.envpol.2004.02.015"," bovinus subcaerulescens s."
"2553","10.1016/j.envpol.2004.02.015"," suillus bovinus subcaerulescens"
"2554","10.1016/j.envpol.2004.02.015"," fungal inoculation"
"2555","10.1016/j.envpol.2004.02.015"," paxillus"
"2556","10.1007/s00572-004-0312-7","indigenous ectomycorrhizal (em)"
"2557","10.1007/s00572-004-0312-7"," ectomycorrhizal mycelium"
"2558","10.1128/AEM.70.5.2692-2701.2004","arbuscular mycorrhizae (vam)"
"2559","10.1128/AEM.70.5.2692-2701.2004"," glomales"
"2560","10.1128/AEM.70.5.2692-2701.2004"," bacterial fungal"
"2561","10.1016/S0960-8524(03)00198-6","indigenous amf infectious"
"2562","10.1016/S0960-8524(03)00198-6"," arbuscular mycorrhizal fungi (amf)"
"2563","10.1046/j.1469-8137.2003.00938.x","arbuscular mycorrhizal (am)"
"2564","10.1046/j.1469-8137.2003.00938.x","   ovina f."
"2565","10.1007/s00572-003-0289-7","crustuliniforme"
"2566","10.1007/s00572-003-0289-7"," crustuliniforme h."
"2567","10.1007/s00572-003-0289-7"," hebeloma"
"2568","10.1007/s00572-003-0289-7"," ectomycorrhizal fungal"
"2569","10.1007/s00572-003-0289-7"," paxillus"
"2570","10.2134/jeq2003.2001","arbuscular mycorrhizal fungi"
"2571","10.1139/w03-073","arbuscular mycorrhizal fungi"
"2572","10.1139/w03-073"," bacterial"
